rating,review,date,userName
5,peace upon program suspended enter change password please,2020-05-25 16:25:42,plo.19
5,wonder forbidden hour hour,2020-05-25 14:28:17,صانع السعادة
1,program cannot change location house meaning one area move another area location house first site chose must solution problem unable use application outside area selected house,2020-05-25 15:32:44,Turki1098
1,application needs improve quality,2020-05-25 14:55:20,ابوجمعه
1,time hanging,2020-05-25 14:47:03,AAA Fantasticc
1,no technical support still no service try later,2020-05-25 14:36:17,صاحب السيارات
1,reset password,2020-05-25 14:30:48,Hamid2218
5,may god grant wellness thank program,2020-05-25 13:49:27,Zain Hajji
2,refused login last update,2020-05-25 14:27:05,W-s99
1,peace upon application not working,2020-05-25 14:23:41,خالد بن غريب
1,whoever carried not open stuck benefit,2020-05-25 14:05:35,سامي السعد
2,failed application chose site incorrectly may no longer change month,2020-05-25 14:04:51,زقانيين
1,program suspended,2020-05-25 13:52:29,nickname8824
5,peace upon application hangs shows us undefined hope find solution problem,2020-05-25 13:08:04,عبدالاله حمد
1,today application not accept login not running,2020-05-25 13:39:51,Moiz Muqri
1,every program hangs writes error try delete program download not accept login message appears time request expired tiring impractical useless preoccupies people pretext program,2020-05-25 13:29:25,خدمه سيئه فاشله
5,spread whatsapp creation permit practice walking hour not find options far today may pm,2020-05-25 12:28:28,ALSHWAMA
1,application not live level services determining site month useless,2020-05-25 12:56:01,talal-2003
5,saudi arabia always top creativity sons,2020-05-25 12:07:46,abdullah1119999-
1,app full bugs hey sooo application people uniform password letter live way verification code largest insanity password two characters,2020-05-25 12:15:01,حرمآس
5,thank,2020-05-25 11:24:08,اياس شريف
2,hhh,2020-05-25 11:24:17,magid12345
5,application suspended new update sport,2020-05-25 11:10:59,fatto213
1,says use jailbreak not delete long time,2020-05-25 11:23:56,راشد 484
2,application not provide service required level large number error messages logging annoying example enter code press send message not read data format wrong also message unavailability service sometimes code message comes application not turn input screen far trying access app getting error messages application needs servers accommodate number users,2020-05-25 11:20:36,AbuFarisKLD
1,program weak bad not rise official approved program beginning registration time program slow knowing internet speed excellent point downloading full hd movie takes less minutes general required secret number letter error not determined error general slowness program not responding,2020-05-25 11:15:58,محمد وحب
1,no limit happens,2020-05-25 11:13:27,Coosh-111
2,application not work even though wife citizen also residence permit please fix,2020-05-25 11:12:42,Um_mohammed
5,support state efforts encouragement developer team think saudi deserve full stars,2020-05-25 10:55:29,Bhr115
1,bad slow happened says midi phone jailbreak phone hope improve better,2020-05-25 11:10:47,ابن زايد 888
1,every time try log either error appears not knowing format losing network end waiting time time login code message arrives knowing device system date ios,2020-05-25 10:56:48,ahab1977
1,update program not working says jailbreak knowing no jailbreak device date,2020-05-25 10:55:48,hadfhjffjjjhgnkjjhhyhguj
4,sign account enter second time refuses,2020-05-25 10:43:30,مه'ةة
1,boring bad app,2020-05-25 10:55:01,نمر شيخ الجبل
1,new update no problem,2020-05-25 10:50:07,engosamaaa
2,ducks incorrect scoping governorates permit canceled time maps need auxiliary factors search scope permit others program mistakenly located home another location one attempt enter program fails,2020-05-25 10:48:19,اول الكلام صح بعدين يلخبط
1,not working update,2020-05-25 10:47:39,Khlood1985
4,application pending,2020-05-25 10:29:18,جمو٥٥
5,day eid turned another iphone shut tried use iphone not give watch according time gives permit red color second eid happened problem still knowing iphone new updated,2020-05-25 10:37:36,الومحمد؛@•€
1,not logged please update,2020-05-25 10:37:26,bduour
1,unfortunately due update application no longer working,2020-05-25 10:34:42,بندر١٥٥١
3,not working update,2020-05-25 10:32:36,sale7050
4,application wonderful latest update caused big problem disconnecting connection not able use,2020-05-25 10:23:55,abo qusai SA
3,please check latest update,2020-05-25 10:16:06,عزيزيزه
1,not satisfied opening impossible connect network,2020-05-25 10:20:11,Abujowan
5,thanks god leadership may god take care supported took care everything citizen wants example global application major countries cannot build base intelligence quickly time corona pandemic,2020-05-25 10:19:13,ابو ظاهر البسام
2,app not working since morning new version not working,2020-05-25 10:17:49,blueahmed86
1,app not work update,2020-05-25 10:17:31,Dr_try
1,last update no longer works logged logging shows network lost,2020-05-25 10:17:23,تركي 999
3,new update not working link country,2020-05-25 10:15:24,Ahmed El Shoura
1,problem site says no network network connected,2020-05-25 10:15:13,1153reeqr
1,app not working update,2020-05-25 10:10:45,Reemo35
4,hope solution soon,2020-05-25 09:57:42,أبو باسم مريدسية
5,thank following providing services ease,2020-05-25 10:08:10,Abu5l
2,application not work updating constantly messages try later logging forgot password new registration,2020-05-25 10:01:40,hopless case
1,journey alone takes minute hours week,2020-05-25 10:01:32,رجل يفتخر بلغته
1,application bad not modify site month pressure great unreasonable government application hangs lot get not get easily,2020-05-25 10:01:31,محمد علي الحاجي
4,excellent effective program,2020-05-25 09:38:33,naif alsharary
1,electronic flies randomly rate program stars addition reviews comments english disguise condition deplorable,2020-05-25 09:55:37,dri7m
1,peace upon updated program asked no longer works although trouble without permission,2020-05-25 09:44:58,salman3789
5,new update greatly disrupted work application hoping would not updates period complete ban,2020-05-25 09:39:26,Azd2111
4,according version not yet received permit exercise walking according rumored social media programs one hour permit granted walking statement added news true course,2020-05-25 08:19:26,ابوسامي١١
1,update failed read data giving error,2020-05-25 09:36:55,الواصل 511
2,two days trying request permit gives unauthorized one wisdom program go pharmacy grocery store,2020-05-25 09:26:44,Murayr
5,owners one house two wives need permit sports permit,2020-05-25 09:21:32,اللهم احفظ هذه البلاد
5,app not working latest update,2020-05-25 09:21:17,Subhanallah wa bihamdeh
1,trying register new registration rejected message comes message sorry something went wrong please try later morning second day eid al fitr,2020-05-25 09:17:48,Luai Shammat
5,thank kingdom,2020-05-25 09:01:13,A L J E B N
2,mosques open everything done except houses god,2020-05-25 08:59:41,الو عمر
5,nice application god willing need end hajj,2020-05-25 07:47:16,أبو أروم
5,tessa,2020-05-25 07:31:46,10373bshsgs
1,development needs,2020-05-25 02:40:19,مايساهل
3,not download application asks sum money download application please help problem,2020-05-23 12:51:38,عاشق سابقاً
1,spying website persistent big negative,2020-05-25 00:11:47,دزلي
5,thank organizers program makes easy people say thank,2020-05-24 22:53:02,sultan القرشيي
5,live next jabal thawr takes square meter domain falls within housing range hope change domain thank,2020-05-24 22:00:24,HR.2021
5,announced newspapers walking permit application unfortunately not application please update application,2020-05-24 21:35:52,ابورعد القديمي
5,application excellent lacks activation feature infected corona may god heal grant peace infected people supposed download application receive alert,2020-05-24 21:18:18,ريان الدرعان
2,want update app,2020-05-24 20:39:25,بالله رد علي
5,may god cherish government not cherish salman salman sanad united government people today renew covenant promise loyalty hearing obedience king salman king firmness determination crown prince prince muhammad bin salman,2020-05-24 13:15:00,ابـو لميس ٢٠٠٠
1,requires long password location changed every month even short distance location set wrongly customer service useless,2020-05-24 12:45:36,fd-788
1,aya registers saying check information sure,2020-05-23 22:30:25,ابو البندري ٢٩٠٠
5,walking permits issued downloaded next update thank attention,2020-05-23 19:29:48,hashmalshbr
1,problem application not change address solution application,2020-05-23 17:50:24,AboRanim
1,infringement privacy asks permission know location even application closed change area not given supply permit permit not enough traffic inspection everywhere,2020-05-23 14:50:31,conffee
5,lord save country,2020-05-23 13:17:31,d7oomy369
5,may god cherish application hero light fast hope add sports permit soon possible,2020-05-23 05:43:51,Al sharari. insta (Abdulr3011)
1,made permit right pharmacy near house go back five minutes count hour cannot stop countdown mean hour go like come back must stop counting counts unfortunately calculated,2020-05-23 11:54:47,الحماده
1,bad,2020-05-22 23:19:21,obaidalrouwaili
1,location set wrong not see permit,2020-05-22 18:38:06,سس الولدعي
1,bad lot bugs,2020-05-22 18:08:48,"Abdullah ,"
4,application great effort thanks unfortunately not convert arabic language although tells conversion successfully completed please update thanks efforts,2020-05-22 12:57:25,Samed953
2,determining housing month illogical also user given freedom choose time,2020-05-22 16:56:50,نايف سعود الحربي
1,opinion program penetrates privacy spreads fear kidnaps freedom name health,2020-05-22 13:21:25,مرعي حبني
4,application beautiful gives comfort not overcrowding gathering places suggest according problems encountered changing destination granting permit products may not available specified place going adding ability visit one place different type grocery store pharmacy ability control duration permit may need minutes watch application automatic arrangement measures number people heading place arranges no accumulations thank much,2020-05-19 21:24:46,أبو نعمي
3,application good helped reduce gap due current circumstances defect using site permanently drains battery withdrawing charging phone per day one two times supposed addressed determining location dealt opening application not always problem addressed appropriate way,2020-05-22 00:28:45,Abdullah Alduhneen
3,site changes every month supposedly every week two support modification circumstances,2020-05-21 20:08:58,altheyab90
5,great app,2020-05-21 19:44:19,mhmdaqeel
5,thank god blessing among blessings god success success ministries electronic transactions whose benefits citizen seen crisis thank everyone contributed idea thank trust app,2020-05-21 13:44:28,عنادالوقت
5,peace upon please solve problem last update update application time official permit personal data application authorization data deleted note not verify current user recommend deleting application downloading,2020-05-21 01:33:05,Yasser algahmdi 811
5,response speed thankful,2020-05-20 21:53:15,ام البدر وطلال
1,not see work permit,2020-05-20 15:07:00,بو هناي
3,enter see,2020-05-19 19:38:27,مستخدم 777
5,appetizer excellent makes special clear simple uncomplicated features important serves many different groups society worked created,2020-05-19 21:01:21,سطام بن محمد
5,frankly work time strange responses english,2020-05-19 20:51:27,ابا نواف7324
5,ask god grant success wish would permit polygamous person move neighborhood city best regards success,2020-05-19 20:22:53,ابو هشام العثمان
5,honest application benefited lot easy obtain permits use easy permit comes quickly,2020-05-19 20:01:21,isiahwhwh
5,would like thank wonderful application,2020-05-19 19:36:39,أبو عمّـــار
5,application easy simple,2020-05-19 19:32:48,ibra_cdbra
5,application makes easier people sure next updates better include services thank sdaya,2020-05-19 19:14:20,HusainQ
4,visitor not residence deal program,2020-05-19 13:46:42,hsdgfdvgc
5,program service beautiful easy,2020-05-19 16:01:04,s3o1993
5,wonderful program easy use high quality,2020-05-19 15:21:16,بدر التركي
5,trust program really important everyone corona crisis helps shortens time issuing permits simple time,2020-05-19 15:09:54,rayan.940
3,good application not support visitors kingdom,2020-05-19 14:30:44,mahmoud Aat
5,add duration hours hours per week adding option permit areas send request approved application,2020-05-19 14:24:51,بحر الوله
5,application wonderful easy use permit issued time full time hours per week hour today,2020-05-19 14:02:14,عبود11
5,frankly special program far paper permits easy us serve employee delivery representative go hospital appointment best thing use without internet costs thank credibility,2020-05-19 14:00:22,aboodeeeeeee
5,beautiful useful application time obtain permit soon possible without obligating internet connection effective features program waiting creativity presence upcoming updates give thousand wellness,2020-05-19 13:19:43,عبدالله سرحان ..
5,official application linked account absher idea organize permits number weekly hours emergencies whether catering transportation appointments etc benefit public interest recommend downloading application relying general leaving house absolutely necessary,2020-05-19 09:33:54,abdullah alsakit
5,nice application fulfills purpose lacks beautiful features save effort speed request permit categories thanks app,2020-05-19 09:12:02,muhammadalqahtani
5,discount codes max fashion apvr city max apvr bath body style eyewa lenses website ibb boho discount nice code h,2020-05-19 04:14:19,me4lu
1,got wrong location house modification month hope problem solved,2020-05-19 08:51:10,R-50-R
2,hour approved employer application not reflect call ajeer say application expect problem coordination ajeer trust,2020-05-19 07:35:13,فهد جمالي
5,beautiful application helps lot meeting special necessary needs time ban easy helpful time solve many problems time curfew thank heart,2020-05-19 03:39:41,Fabduallah
5,application good takes time modify hour,2020-05-17 22:12:21,بوتيك جلنار السيالي
1,entered health data says error data entered someone like else,2020-05-19 01:40:09,Aboamer220
5,wish would take longer thanks,2020-05-17 21:57:58,أحمّد بن راشد
5,great app great service saudi arabia coming strongly fields,2020-05-17 19:41:55,jamal9966
4,last update cannot request permit area even near house,2020-05-17 11:00:08,ابو مريم ٩٩٧٧
1,program refuses not able get statement yesterday says outside boundaries population surrounded site house,2020-05-17 18:55:12,يزن بن فهد الفهيقي
5,truth application wonderful fulfills purpose necessities ban hours,2020-05-17 14:39:47,HusseinAbdu
4,cool easy us many things,2020-05-16 20:08:57,5aa9
5,sincerely thank organizers program may strong,2020-05-17 01:18:30,mohammed 🇸🇦🇸🇦
5,special application,2020-05-17 00:04:50,سيف سالم العنزي
5,cool amazing app,2020-05-16 22:21:28,محب لابشر
4,need change location house moving one city another transfer permit ministry interior,2020-05-16 19:43:03,AhmedAbdullah
5,wonderful application great work deserve great appreciation respect thank thank thank,2020-05-16 16:14:39,Alsharifa320
5,great program convenient eliminates need paper permit,2020-05-16 13:48:24,aldasri
5,tsweh transport week hours,2020-05-16 09:34:13,فارس الذبيانى
5,may god give wellness excellent practical application reassure kingdom saudi arabia thank god corona,2020-05-16 06:54:31,محمد صلى الله عليه وسلم
1,cannot determine location application despite gps activation cannot control application pin needs urgent repair ipad air ios version,2020-05-16 08:46:33,ابو يعقوب 04
5,best easy use software,2020-05-16 02:00:20,ييفوو
1,programming idea excellent application request location live suitable idea asks location time permit closed excellent ensure person returns place starting point application not work without presence live location direct monitoring privacy user violated puts pressure continuous monitoring thank initiative hope cancel idea direct tracking return old one,2020-05-16 03:12:26,منى السويح
1,giant work distinguished artificial intelligence organizers must cancel problem outside specified scope went necessity end hour could not obtain new permit made time stay full day hours available permit,2020-05-16 02:13:51,ابودل
5,thank charge program really excellent easy use really useful needs link government employees may facilitate process permitting employees ease relieve burdens public security employees points,2020-05-16 00:45:59,faris61402333
2,good hour cannot anything signs saher not time stop inspection takes time see two hours suitable time,2020-05-16 01:45:21,bl oj bbbo
5,needs fully generalized points,2020-05-16 00:10:21,٥١١قناص٥١١
3,go hospital time urbanization required permit extract,2020-05-15 22:59:19,بن جمعة
1,problems update not log,2020-05-15 23:37:39,ahhfhj
5,need add permit icon cities not regions also regions possible make things easier citizen thank,2020-05-15 23:32:49,hasanحسن
3,good thank application,2020-05-15 22:51:48,لعبه مجنونه ورائع جدآ
5,application excellent works great permission given directly automatically,2020-05-15 22:50:08,E.salhi
5,excellent,2020-05-15 22:09:36,سعيد بن عقيل
5,excellent application may god bless charge protect kingdom islamic countries evil,2020-05-15 20:56:32,العبادي ابومحمد
5,thank dear country charge application cannot thank really advanced technology work not facilitate friendliness respect appreciation,2020-05-14 06:13:29,محمد علواني
2,update give incorrect id number,2020-05-15 15:11:32,albuhairi
1,application new update crashed extent occurs,2020-05-15 14:23:58,Faisalian0o0
2,since update application no longer works saying goes came solve blindness,2020-05-15 14:05:35,Abo ziyad9
1,not possible register message appears application experimental intended category sample people bad not serve everyone stupid start deleted,2020-05-15 13:47:50,خالد الثبيتي
2,kind good elderly not good using technology also security checkpoints not recognize,2020-05-15 03:00:02,الصمّت الصاااارخ
1,pre registration beta application,2020-05-14 23:38:45,فزعااااا
1,application not work update crash,2020-05-14 10:41:14,ابو بتال ١٠
5,oh god protect country harm thank hard work serve us,2020-05-14 02:10:19,ابو سفانه خلف
5,make saudi arabia heaven,2020-05-13 23:30:40,Norazn
5,easy useful application thank responding request change location residence,2020-05-13 18:30:45,abo bassam z
1,trying register not accepted not linked absher id make easier register log,2020-05-13 19:58:44,Atlantisdiver
5,refusal movement permit soldier work correctional area jizan ask help obtain permit move,2020-05-13 17:55:53,رفضضض طلبي بتصريح تنقل
4,thank organizers application not yet launched everyone individual use needed,2020-05-12 20:40:07,saleh saed
3,need new update,2020-05-13 10:16:16,ابو جواري
5,wonderful,2020-05-13 09:09:11,سلططاانن
5,application excellent benefit end corona pandemic god willing suggest neighborhoods shops malls disease prevalent added individual avoided take caution supply also thank everyone contributed success application,2020-05-13 08:10:58,صويقع
5,easy smooth,2020-05-13 03:59:54,AIVN11
5,wonderful,2020-05-13 01:31:08,Abdumohd
5,thank country wonderful application,2020-05-12 23:18:18,الله ثم الملك ثم الوطن
5,blood analysis,2020-05-12 17:19:00,ali_salm
5,success success,2020-05-12 11:00:27,Sultantu
5,excellent divorce thanks hope methods obtaining permits combined application instead distracted police safe public security site,2020-05-12 03:27:08,malkhiry1
5,thank charge application thank ministry health,2020-05-12 01:07:43,Fawaz22000
5,nice easy use app thank efforts facilitating lives citizens residents country,2020-05-11 23:30:07,Moath8888
5,wonderful thank efforts great country thank making easy lot things,2020-05-11 22:01:25,بدريه 💕
1,cool,2020-05-11 23:12:03,gogo___bobo___
5,excellent easy application take permit seconds thank rational government making lives easier pandemic may allah reward well,2020-05-11 22:01:00,عبود عباب
5,times sometimes dose not,2020-05-10 19:04:41,سكرتي غلبان
1,data could not read not properly formatted,2020-05-11 21:01:56,أنا هو أنت
2,application feels watching says keep gps time privacy please modify,2020-05-11 04:31:05,X7LM
1,failed application needed leave urgent reason unfortunately rejection done without justification others spent day taking permit leaving not know,2020-05-11 00:23:43,Mohd@3049
1,unfortunately not compatible new iphone update,2020-05-10 15:11:20,الململ
4,peace upon truth making great effort bring happiness comfort citizen time fear ask god help payment success offer us families thank depths,2020-05-08 01:13:24,لولي وزياد
5,,2020-05-09 16:26:16,سامي الذيابي
1,failed application no option go medical appointment no option move cities useless,2020-05-09 14:05:27,Abdu allah عبادييي
5,light program beneficial current situation thank dear country interest,2020-05-08 20:27:32,khaleidx702
1,requesting permit watch deducted gray written unknown,2020-05-08 19:33:50,الوسيط عبدالله
5,used frankly excellent thank government facilities,2020-05-08 18:03:39,yzeyzeyze
5,thank ministry health beautiful useful application every resident citizen thank kingdom saudi arabia preserving safety citizen resident first,2020-05-08 14:44:49,حق الطفش 😂👌🏻
5,may allah reward may allah reward application wonderful face problem permit not possible issue permit affiliates currently wife not absher account refuses register please add permit dependents purpose permit visit hospital treat child god not need us permit must include escorts according statements brothers permit cannot canceled hope add feature especially event non use due limitation period allowed movement wish add emergency service exceptional permit send ambulance ambulance site directly god reward good,2020-05-08 14:27:15,Eshta ya zooba
5,wonderful application effort thank better make blood type box available precaution god forbid every user puts blood type medical information thank hope keep updating,2020-05-08 09:33:24,banderym
1,tried register message could not register incorrect data format appears,2020-05-08 09:11:55,براهيم ١١١١١
5,excellent,2020-05-08 04:39:06,alhelaliii
3,fantastic effort needs developed notice comments not happy country anything,2020-05-07 20:32:07,Sabaku1388
5,nice application thank everyone contributed work application,2020-05-07 23:15:51,#. G👍🏼👏🏻👏🏻
5,thank good government thanks heroes beautiful work,2020-05-07 22:12:06,خبروه اني على وصله حيت
5,wonderful application natural extension kingdom rational government concern health safety citizens smooth clear use high response speed application may god protect country muslim countries lift affliction epidemic us,2020-05-07 22:01:02,Eabdelsalam
1,albas roses long betrayed accepted accepted,2020-05-07 21:29:56,AbeeMHS
5,featured app,2020-05-07 21:03:06,aborahf567357
5,may god reward,2020-05-07 20:17:18,جبر السيمي
5,used application wonderful fast service thank everyone developed application thank support support,2020-05-07 17:40:49,ّنّ
5,thank dear country efforts making every human country application wonderful flexible easy beautiful interface lead discipline promising results god willing soon may god protect country work perpetuate us security faith health stability,2020-05-07 17:03:37,z hasan
4,application tested not encounter problems working application useful practical especially current situations facing days thank efforts experiment app no problems faced use app application useful practical especially situations face days thanks efforts,2020-05-07 10:24:17,WijdanAlayidh
5,use application easy presentation data flexible clear thank effort,2020-05-07 14:19:07,Amal Ali Qh
1,writing notes not see interaction interest supporter program administrator said no,2020-05-07 14:11:40,مواطن ٣١٢
2,comment history ramadan want adjust,2020-05-07 12:26:31,فيلسوف
5,alhamdulillah app nice easy use may god release us lift affliction lord country pray,2020-05-07 11:48:56,3HD_Zahrani
5,government application works displaying statistics corona pandemic provides several security services granting roaming permits times total ban contributes helping security men find suspected cases help increasing cases infected virus works ease not encounter technical errors jealous,2020-05-07 11:08:55,TheGreatAndy2
5,excellent easy use quick response thank existence things relieve stone restricted orderly clear manner,2020-05-07 09:16:20,Turki Hus
5,issuing permit quickly thank,2020-05-07 03:49:43,ibrahim alabdulmuhsin
1,blood type head,2020-05-07 07:49:31,صقر قريش 0555656991
5,peace mercy blessings god praise god blessing security stability generosity god almighty dear country service homeland citizen health first place also highness crown prince secretary prince muhammad may god protect also minister health dr also chosen among selected list try first pilot application issued saudi authority information artificial intelligence paper permits issued trial period addition reporting suspicion injured following new injured recovered etc application direct thanks also hard working developers develop application firsthand may god protect us virus hope hand stop god almighty,2020-05-06 23:13:53,khalid_alrbai
5,application beautiful not wonderful browsing application easy everything beautiful wonderful service beautiful thank workers beautiful application otherwise help us lot time,2020-05-06 22:24:22,Rahaf f
5,wonderful application indicates keenness kingdom keenness ministry health service provided live land kingdom saudi arabia may god protect reward us,2020-05-06 21:17:46,jumgb
5,application facilitates procedures us citizens particular light crisis wonderful application great effort made short time thank efforts,2020-05-06 20:47:51,F.Ghamdi
5,wonderful application thousand thanks saudi authority data artificial intelligence ministry health,2020-05-06 20:41:05,SHAHSHAHBK
5,nice idea benefited went took things came home safely,2020-05-06 20:09:55,ابو علي ٥٢٦
5,safe distinctive application serves many situation like greetings,2020-05-06 18:34:27,mohammed alrowabei
5,smooth no errors encountered requesting permission thank,2020-05-06 18:16:37,دهمن
5,mashallah may god bless great efforts serve country,2020-05-06 17:46:05,AMA.1995
4,application wonderful sometimes gets stuck changing language,2020-05-06 15:36:41,إبراهيم بن محمد .
5,not possible update profile beneficiary affiliates preferable use national address first option ask field password preferable add important instructions addresses close current location general great app,2020-05-06 17:45:22,Faisal O Alyahya
5,program downloaded registered program clear explicit register use easy,2020-05-06 17:39:13,Shadi-69
5,excellent easy use application ask almighty protect dear father custodian two holy mosques king salman bin abdulaziz faithful crown prince royal highness prince muhammad bin salman rational government dear homeland honorable saudi people,2020-05-06 17:24:29,عباس موسى
1,wish program arabic,2020-05-06 17:14:00,hema.xi
5,wonderful may god pass crisis well prolong lives wise wise leadership special thanks employees health sector whole world,2020-05-06 17:12:02,صقر الكربي
5,great application easy smooth information linked id number idea great facilitate process navigation move facilitates process reporting cases easily,2020-05-06 16:53:18,Ali Hariri
5,wonderful program determines travel time allowed employee number days number hours registered competent authorities thank may god make balance good deeds,2020-05-06 16:21:53,احمد@
5,may god honor state may god reward king employees ministry health best reward give us citizens resident brothers,2020-05-06 16:09:23,اتق الله
1,app needs many improvements cannot issue permit emergence non arabic language think turkish application,2020-05-06 15:45:08,iAdeeb90
5,application wonderful easy use programming high without errors wonderful,2020-05-06 15:10:08,Khaliiilo
5,time epidemic coordination weakens chaos increases requires effective management permits tawakkalna application one tools providing everyone meet needs easily orderly safely without harm harm managing necessary permits awareness easily may not require knowledge colors salute organizers excellent application great effort time race compelling circumstances,2020-05-06 14:18:40,Sark_11632
5,trial may god bless,2020-05-06 07:26:44,العزاني ٢٢
5,program help lot addition saving time,2020-05-06 07:23:29,mariam&1997
5,not surprising people country produce ideas services contribute development country thanks nice app,2020-05-05 22:19:54,Ahmad alqarni
5,not used yet browsing program found actually expected presented officials make program purpose good luck god willing,2020-05-05 18:47:49,خنيزي
5,may strong god grant wellness hero application,2020-05-05 17:10:13,Alghaithi88
5,app running,2020-05-05 15:42:34,A Seada
1,failed application failed application,2020-05-05 16:40:57,ahmed2634
1,not possible convert language arabic tried think application foreigners,2020-05-05 15:37:27,مجربها وعارفها
3,message registration not granted trial version appears please treat thank,2020-05-05 00:14:32,LAlomary
1,program not working properly,2020-05-05 15:02:03,لول اللول
5,excellent application easy get appointments gives thousand wellness,2020-05-05 09:17:57,Els778
5,thank successful program,2020-05-05 08:53:50,ابو سلمان .القصيم
5,thank effort hope develop rest services shorten barcode,2020-05-05 07:27:48,سعدالحريري
1,registration refused application beta,2020-05-05 00:17:07,راشد4087
5,excellent trusted god program special code request permit go catering others specific hours week mean week specific hours request permit someone join,2020-05-05 00:09:29,Bandar Al-Subaiy
5,may god honor government not dignify prolong life father king salman crown prince prince muhammad bin salman may well dearest country,2020-05-04 22:56:07,Alsultan1
1,app not working,2020-05-04 23:00:45,خليل العليلي
5,waiting announcement official launch date application god willing effective quick respond oh god make muslim countries safe reassuring protect epidemics diseases according leaders people,2020-05-04 21:59:37,H_sh
5,great idea looking program features question apple android agree share status person red yellow green people around would excellent feature,2020-05-04 21:11:21,Ealshebl
5,application offensive not accept registration,2020-05-04 20:00:42,hamedaljmaan
1,failed application registration not accepted despite update version,2020-05-04 20:08:02,ibosalmaan
1,application glitch every time log says trial version informs satisfied registers,2020-05-04 19:51:39,ابو ششلآخء
1,app not work,2020-05-04 18:53:20,cbcbggfcbfffeee
1,program not work message appears entering registration data registration not available trial version program ok benefit program downloading,2020-05-04 16:37:04,ابو هيااااف
1,registration not accepted cannot register trial version,2020-05-04 16:06:16,مستكشف آبل
1,accepts registration data correct knowing sms jani issued statement name not previously registered,2020-05-04 15:55:48,محمد٨٧٨
1,liars app not work,2020-05-04 15:27:43,ابو صدام
3,registration not available tawakkalna application trial version problem program,2020-05-04 14:43:12,سنديباد الشرقق
3,gives message says registration not available tawakkalna trial version,2020-05-04 01:16:39,معتز العمرو
1,want register gives notification registration not available tawakkalna application trial version sadly disappointed,2020-05-04 14:32:10,wtyg1
1,application not work lines images,2020-05-04 14:10:00,ابوحتوومي
1,downloaded application budget last one comes us not possible register trial version swear god developer application accused lying,2020-05-04 13:32:30,Noweer..!
1,unfortunately tried register says cannot registered tawakkalna app free version,2020-05-04 13:27:21,Rozalean
1,bad app,2020-05-04 12:36:46,ابو سعرد
1,application cannot registered even latest update,2020-05-04 12:25:40,m7mad1234457900004
1,not working maybe empty,2020-05-04 09:49:36,kabli hani
1,surprised comments not translated not arabs,2020-05-04 08:22:26,ابن ابو يحي
1,refuses register beta,2020-05-04 07:54:30,Aa3rr
1,not useful,2020-05-04 03:47:17,اوبر اكل غدائي !
5,may god almighty protect us leaders rulers love dear country every evil disease hate distract us epidemic affliction let us enjoy health thanks,2020-05-04 03:34:49,eng_aldakan
1,peace upon application not accept registration states not possible register trial version trial version,2020-05-04 02:41:21,ali2354
1,problem says make sure information accurate even though information correct not satisfied opening help,2020-05-04 02:26:42,خالد ٤٣٣
1,refused sign,2020-05-04 01:54:54,Ashuaib
5,refuse log register,2020-05-04 01:46:01,منصووووورر
1,app not working,2020-05-04 01:25:55,ديهمان
3,app gives sorry not registering,2020-05-04 01:03:44,علي خاتم
1,not possible register application,2020-05-04 01:12:53,لايمكن
4,app excellent registration smooth received work permits location residence chosen application work not completed no information application indicating place work,2020-05-04 00:40:38,الرار
1,,2020-05-04 00:41:59,ابوحبوون
1,registration not accepted,2020-05-03 23:31:21,faris059
1,people help grateful registered messenger permit permit printed paper custodian two holy mosques ordered electronic permit not know wish someone would serve,2020-05-03 23:08:11,fgjiifzyk
1,not work,2020-05-03 22:58:24,mase1433
1,program downloaded not work correctly registering data not fetched needs programming please solve,2020-05-03 22:36:03,عاشق القمم....
1,downloading application accessing turned not work expected hope problem resolved new registration sorry app still experimental not register sign absher account sorry not log,2020-05-03 22:34:05,مراجعة ٠٨٧
1,application pitched not deserve star unfortunately shame publish applications not aware working not,2020-05-03 22:24:37,تاليببزناددببتنننزذ
1,registering get message cannot register trial version,2020-05-03 22:19:52,ابوجولي
1,message appears registration not available trial version,2020-05-03 22:16:30,i.abdulaziz
1,entering correct data message appear id number incorrect,2020-05-03 22:10:10,PiN:2C206C0C
1,app not working,2020-05-03 21:58:36,fahad6898
1,basically says not use demo app,2020-05-03 21:57:35,أبو حمد ٣
1,view registration not available tawakkalna application trial version solution,2020-05-03 21:54:01,Aboomohammad
1,received message work permit issued wanted enter asked register registered message appears registration not available tarklna trial version finished,2020-05-03 17:45:23,احمد الاحمـد
1,farce application not work think set distract people,2020-05-03 16:28:46,ستيف عبدالله
1,application refuses register trial version,2020-05-03 16:24:01,صياد الذهب
1,says registration not available trial version,2020-05-03 15:46:25,w try wet y
5,beginning use registered id number entered date birth surprised application says data entered wrong although sure correct,2020-05-03 14:42:20,Abdulkareem Alanazi
5,application downloaded deduction sum riyals registering message appears cannot register trial version,2020-05-03 12:09:34,bu7meed12
1,far,2020-05-03 14:20:01,الفيفي٢٠٢٠
1,application not work,2020-05-03 13:32:09,فرحان الحسان الشمري
1,trial version message appears not authorized,2020-05-03 13:10:34,fyzahrani
1,hope try application benefit,2020-05-03 12:41:08,لاتنساني
1,unfortunately application not complete tried register says registration not available beta version no way contact developer,2020-05-03 12:32:48,nasseemm007
5,error logging please correct error thank,2020-05-03 06:22:50,الهجهاجي
