userName,rating,date,review
নূরেআলম।Ripon pathan,5,2020-11-30 17:00:38,Good
sadique mohd,5,2020-11-30 16:38:27,Good app
munzila akter,4,2020-11-30 15:53:50,Excelle t
RuN WaY AIR,5,2020-11-30 15:47:01,Nice
AHSAN ALI,5,2020-11-30 15:20:51,Best app safe everybody
Efstathios Lampakis,1,2020-11-30 12:47:46,Impossible to connect
Awais Khan,1,2020-11-30 06:11:35,Not necessary
Suhail Ummer,1,2020-11-30 00:16:28,Its not working Lots of problem in the location
Yusuf Shariq,1,2020-11-29 23:49:23,app is not working everytime i open the app it shows twakkalna has stopped working i have reported times still no follow up by the app
JASHIM UDDIN,4,2020-11-29 21:17:25,Ok
Asii Khan,5,2020-11-29 12:09:13,Get
Vicky Babu,1,2020-11-29 10:33:38,After update stopped working
selim miha,5,2020-11-29 00:15:34,Excellent
FOYSAL FOYSAL,1,2020-11-28 21:52:51,This app why crashed
Elizabeth Queen,5,2020-11-28 21:09:35,Very Great Super app
Haji Nawab,5,2020-11-28 20:36:58,Nice
md sultan,3,2020-11-28 20:26:16,Ihi
Patrick Smolders,1,2020-11-28 17:22:45,No language can be chosen always gives an error in arab
Shdysy Hshshe7,5,2020-11-28 16:45:12,Good
Hussain Alolaywi,4,2020-11-28 16:28:25,It is very important that every one living in Saudi Arabia to download this application to help you be safe from
Yousuf Salam,1,2020-11-28 12:13:58,Never open this app
Moin Ansari,1,2020-11-28 11:12:21,Please me to the list
Faizan Sharif Shaikh,1,2020-11-28 10:24:00,Please fixed my problem when i installed it was working good now its show stop working error
Rami Alghamdi,5,2020-11-28 06:48:27,As long as you are proud homeland
Intan R. Pratiwi,2,2020-11-28 02:36:08,I cannot register to this app The Nationality bar cannot be filled
OMAR ISHQAIDEF,1,2020-11-27 22:04:58,I can not choose the nationality
Hilal Almalki,5,2020-11-27 20:31:34,The app is working fine for the people who have a technical issues please contact the support team as they are helpful throughout the communication channels email phone or Twitter Instead of complaining in the comments of the app you can fix your issue or help to solve a bug if any in the app for all users Thanks
M Anis M Anis,5,2020-11-27 20:27:52,Is nice
Hussain Ali,5,2020-11-27 16:57:34,Great app
Jano Khan,5,2020-11-27 16:16:46,Good
Atef Hosny Elsayd,1,2020-11-27 13:26:46,Did not work always write NO ID FOUND
Chandramohan Peerlagudm,5,2020-11-27 08:07:57,Very good
Musab Sharbaji,5,2020-11-27 07:12:26,I like it
Muhammad Ahmad,3,2020-11-27 06:56:09,I can not register because I did not check the nationality selection in the visitors section
Kabeer Kurungadan,5,2020-11-26 19:47:06,thank you this app is very useful
Sayed Farooq Shahzada,2,2020-11-26 19:31:39,Application downloaded but unable to register tried more than times
David van Vuuren,2,2020-11-26 16:26:00,Cannot add nationality
Arshad Dienie,1,2020-11-26 11:03:39,Unable to register keeps same error message something went wrong
Syed Adnan Ali Shah - SAAS,5,2020-11-26 08:54:27,Good aap
Farkhanda Kabir,1,2020-11-26 00:32:33,Very poor
Abdullah Jawed,1,2020-11-25 20:22:52,Parts of it do not work very frustrating
Musleh Ali,5,2020-11-25 08:34:38,Very slow to show my my barcode on my android phone
Badrunissa Aziz,5,2020-11-25 00:17:05,Good
Abu bakar Siddique,2,2020-11-24 04:07:11,keep crashing can not open app
Mohammad Minhajuddin,3,2020-11-23 12:39:43,Good
Fawad Zafar,1,2020-11-23 07:26:51,Wo not work National field is disabled
Mohd Rayaz,1,2020-11-22 19:00:53,Eror
Khairul Lin,1,2020-11-22 15:30:08,Hi I am stuck at the select nationality section during sign up Need you guys to help fix this soonest Thanks
Nada Ali,1,2020-11-22 12:23:38,Stops a lot
food fun infor A.G.S.K,5,2020-11-22 09:55:47,Nice nice
Veerankoy Pms,1,2020-11-22 05:56:50,Could not choose nationality
Sharif Jhmani,5,2020-11-21 18:06:14,Great experience
Sweety Monmon,1,2020-11-21 16:22:53,The program does not work An error message appears Please try again later Why Please fix it
Dj sale ahm ed mijan,5,2020-11-21 11:11:22,Good app
ابو خالد,5,2020-11-21 04:17:29,excellent
Gazi Tarek,5,2020-11-20 18:58:07,Good
khan zulqar,5,2020-11-20 18:12:02,Useful app
Ali Ghasra,1,2020-11-20 12:05:40,Could not register myself as GCC national Says something went wrong Drop down button of nationality is not working
Nayeem Miya,4,2020-11-20 08:36:38,I like this apps
Abdullah Alfanar,1,2020-11-20 06:56:24,My device is fine without rooting Even stcpay is working but we have trusted that it will not work for me Why Update The app no longer works I could not open the program
Abdul-Aziz Mohammed,5,2020-11-20 06:40:38,Good Application And Easy To Use
Atef Moustafa,1,2020-11-20 06:38:34,I do not know how to register everything but I am going to type the password and it will send a message Something wrong has happened Please try again later
No doubt i am extremely blessed,5,2020-11-19 22:45:14,Very helpful to Control In sha ALLAH I think there should be an option of Share app with friends and family
Mohammad Kalim,4,2020-11-19 20:37:39,Nice
Jibran Md,1,2020-11-19 16:33:25,Very very very bad had an emergency and the app crashed such a waste of time
Raheem Khan,5,2020-11-19 15:46:15,Good
Syed Sazzad Shishir,5,2020-11-19 06:46:45,Size mb Must app for Saudi visitors
Mohammad MANSOOR Khalandar,5,2020-11-19 01:19:51,Vrry Useful application on android mobile
Md.Rahim Mozumder,1,2020-11-18 20:59:49,Imo
Zahra Abdurrahman,1,2020-11-18 17:27:03,This is an infringment on the freedoms of the humans GOD will not let this continue
Shayan Ahmed,1,2020-11-18 08:52:03,Not instaling
Saeed Ahmad,5,2020-11-17 20:56:06,Good
Raja liba Food factory,5,2020-11-17 17:29:25,This is best umra registration app
Fahad Awan,5,2020-11-16 22:31:41,Nice
Samina momin Shaikh,1,2020-11-16 21:58:52,Not opening
Amin Looni,5,2020-11-16 21:58:31,MU app is not working please help me out
Raja Hindustani,5,2020-11-16 18:22:21,Good
Cony Bernardo,1,2020-11-15 20:54:33,Cant download the apps
Mohamed Jafar,1,2020-11-15 13:47:40,Any time crash pls fix it update
Amer Fatha,5,2020-11-15 13:04:43,Good user
N M,5,2020-11-15 10:59:10,Hi Kindly advise my wife registered with her boarder number when arriving to ksa how do we update this to the iqama number as we trying to register her on Eatmarna app and it is saying she is not registered on Tawakkalna
Hanif shaik,5,2020-11-15 10:37:08,I hope that very good
M Waseem,1,2020-11-15 06:47:10,This folder is open and making id and open after open only location Why coming location
rob dawson,1,2020-11-15 00:24:29,Ca not enter any address and it shuts down when i try to open It is useless
Salimah Marauna,5,2020-11-14 23:13:11,Cant open
Abdul Waheed,5,2020-11-14 18:39:47,Good job
Shabir Choudhary,4,2020-11-14 14:02:55,Very nice ap
Manzoor Anwar,5,2020-11-14 12:22:54,Nice
Sameh Zayed,5,2020-11-14 00:20:41,A very important and useful application in light of the Corona pandemic
Rakan Al Nazzawi,1,2020-11-13 16:52:18,I do not have root in my device but still told me you can used due to rooted I checked by other root apps checker my smartphone without root After update on Oct app not work at all
Moustafa Ramadan,1,2020-11-13 14:52:27,App does not open the nationality scrolling list Ca not sign up
Fahad,1,2020-11-13 14:48:53,Keeps crashing and cannot add dependant living with me
Ahmed Abdrabboh,1,2020-11-13 14:07:21,The app always crash I can not complete the registration process
Sahib Zada,5,2020-11-13 12:48:26,Easy to use
Obaidullah 1987,5,2020-11-13 11:17:20,nice
Tanveer Bhatkar,5,2020-11-12 21:11:05,Very good
afsana sheikh,1,2020-11-12 14:02:02,Please help me I can not register as a new member on this app I have to book for Umrah but I can not throught this
Nadeem ansari,5,2020-11-12 12:56:51,Good
gehad gomaa,1,2020-11-12 09:41:12,Nationalities list is not displayed when trying to sign up as a visitor outside the ksa
Yahya Itani,5,2020-11-12 07:57:11,excellent
MAKKI MUGHAL,5,2020-11-12 01:41:54,Good
KHALID RAHMAN,4,2020-11-11 22:42:54,nice
PaRdEsi Sukhera,5,2020-11-11 20:29:35,Good
Ahmed Alaazmi,2,2020-11-11 18:07:27,App is always giving an error on selecting the location
Rizwan Reza,1,2020-11-11 14:34:07,Does not allow to select nationality
Sayed Ahmad,4,2020-11-11 13:35:36,Good
Abduz Zaher,5,2020-11-11 10:18:11,Me
IRFAN MIRZA,5,2020-11-11 08:22:47,Fantastic one
kanumon online,5,2020-11-11 01:56:09,Good
M Arshad,5,2020-11-11 00:12:18,Like
Bassem Mohsen,1,2020-11-10 06:01:25,I tried more time to enter Nationality icon not active visitor so please check and fix it asap
Ferdinand Hequibal,5,2020-11-10 05:19:33,Helpful
Bothaina Maher at w w,1,2020-11-10 00:08:14,Ca not sign up kept telling something wrong plz try again later and the nationality box is disabled
Dr.Adel Shalaby,1,2020-11-09 21:04:57,Forcing citizens and residents to download the application and not to enter malls hospitals government and public buildings without it is useless and disrupts people is lives The reasons are that the internet or the application may break It is possible that the person is infected and did not perform a smear and therefore it appears on the application that it is healthy for people who do not have smart phones
Arwa,1,2020-11-09 16:57:36,The app does not work on Android devices
shaista mirza,1,2020-11-09 16:49:43,Please fix the app
hakim glover,2,2020-11-09 16:03:08,Not allowing me to specify my nationality Tried several times on different up to date smartphones
Ahmed Adil,1,2020-11-09 14:19:30,It is does not work No selection country
GAC Friend,5,2020-11-09 14:16:13,Great really helpful
sharu 143,1,2020-11-09 13:07:29,Crash app
MarvelNibba,1,2020-11-09 11:03:51,i can not select the nationality in the sign up page therefori cant use the other app which is for umra fix it
Robhul Miah,2,2020-11-09 07:59:53,Having trouble to register to my wife is mobile as she travelled from bd to ksa
firman lucas,5,2020-11-08 23:14:27,Why I can not sign up
SHAHID BASHIR,5,2020-11-08 22:05:43,Best Application ever
Hussam Aljuhani,1,2020-11-08 21:45:43,java lang RuntimeException Unable to resume activity sa gov nic tawakkalna com store android ui MainActivity kotlin UninitializedPropertyAccessException lateinit property binding has not been initialized at at at at android app servertransaction Transaction
safeel k,5,2020-11-08 14:15:38,Nice app
AISHA ALTERKAIT,1,2020-11-08 14:09:10,I can not subscribe It does not allow me to put the nationality and would not continue to next step
Aryan sintaj,5,2020-11-08 09:41:39,Good Application
Muhammad Awais,1,2020-11-07 19:11:34,This app has error while signing up the account as visitor gulf it says something went wrong error and it also has disabled nationality select box kindly review it and fix it ASAP
muhammed Najeeb,5,2020-11-07 17:02:40,Nice
Ramadsn Abdallah,1,2020-11-07 11:17:06,Need to fix can not install it
Ahmad Daghash,1,2020-11-07 06:48:52,I installed but the application stopping when opened
saarah shaik,5,2020-11-06 21:14:04,Hi Please assist i register with my boarder number when entering ksa and I now have an iqama I would like to update my details and app does not for this
salah remichi,5,2020-11-06 10:42:03,Algeria
Shady el shehawy,1,2020-11-06 09:00:14,Keep crashing please help to fix it
Eka Agusniar,1,2020-11-06 08:05:20,I can not use this app the nationality bar can not be clicked any suggestions
Work Gmail,1,2020-11-05 17:46:24,Registering a new GCC vistor is not working the country cannot be chosen The application has a lot of disadvantages
Kamran Kami,5,2020-11-05 17:01:09,Excellent
Waleed Bokhari,1,2020-11-05 13:14:09,Does not work after android update
Abdul Farooque,5,2020-11-05 12:32:27,Excellent
abdou salama,4,2020-11-05 10:05:51,It is better if the person recovers from the injury the diagnosis is better rather than the injury has not been proven
Taleb Ghanem,1,2020-11-05 05:52:42,Hanging and crashing always please fix it
ShahzadT Ahmed,1,2020-11-04 22:47:46,The app is not opening kindly fix the issue
SHEIK TOUFEEQ AHMED,5,2020-11-04 20:07:13,Best
irfan butt,5,2020-11-04 16:52:30,Very good
shareef kizhissery,5,2020-11-04 14:34:56,good
Zamir Shaikh,5,2020-11-04 13:52:14,Usefull apk
Rashieda Bouman,5,2020-11-04 12:03:20,GOOD
Hesham Shaheen,1,2020-11-04 09:30:34,Peace be upon you I tried more than once to create a new account as a visitor but an error message appears please try another time and I cannot specify the nationality Please fix this problem and may Allah reward you the best
Shoaib Noor,1,2020-11-04 08:11:05,Its always being glitch
Farhat Iqbal,5,2020-11-04 01:23:20,Good app but old mobile devices no installation what the problem
Sohail Khan,4,2020-11-03 22:40:47,Good for foreign people
Mohammed Arif,1,2020-11-03 20:47:49,This application is waste The developer of this application is Brainless This application always shows error message as Something went Wrong please try later This application does not even deserves
Mohammed Arif,1,2020-11-03 20:46:58,This application is waste The developer of this application is Brainless This application always shows error message as Something went Wrong please try later This application does not even deserves
Nasser Alawami,5,2020-11-03 20:09:53,Works as described
Well come,5,2020-11-03 19:48:51,Good
mansoor mir,1,2020-11-03 17:32:33,Its not working
Barkat Ahmed,5,2020-11-03 13:09:34,Good
muhammad mobin,5,2020-11-03 08:42:18,It naic aap
Smile Seller,1,2020-11-03 07:51:21,Can I download this app while I am in Bangladesh
Izaz Hasan,5,2020-11-03 02:34:19,Nice
Samy Kassem,4,2020-11-03 01:53:33,No response to country selection The icon is inactive
Abdulmohsen Alghamdi,1,2020-11-02 19:47:21,I have a problem with opening the program I have an appointment in two days and I need to show the permission from the application and until this moment it is not responding Please solve the problem of the application
Shabana Hashim,4,2020-11-02 19:07:06,Its good but cant add dependents or visitors
Hi Hi,5,2020-11-02 18:50:17,Keep moving forward
Farooqi Orakzai,5,2020-11-02 17:23:31,Farooqi Oruzi Pakistan
DMG CLUB,5,2020-11-02 17:10:29,Nice
Sami Alvi,5,2020-11-02 11:42:53,Best Application easy to use Really the developers did good Job
Noorazuin Razali,1,2020-11-02 10:56:11,Ca not register due to fail to filled up country column how can we choose our country if the pop down button not function Please fix it admin tq i am using samsung
Sean Sheppard,1,2020-11-02 10:19:09,Unable to add address as a visitor
Muhammad Asad,4,2020-11-02 08:14:37,Excellent
Shaik Zakir,5,2020-11-02 06:45:24,Alhumdullilah for every one can use but some Android not showing
Muhammad Ali,1,2020-11-02 03:22:54,Unable to register tried multiple times error occurred again and again please fix it
Salah Abul-Nour,5,2020-11-02 01:24:39,Easy to use
Alia Bhat,5,2020-11-02 00:35:31,Good
OnePunchMan,1,2020-11-01 23:15:36,The app is very bad and does not even accept registration
ba67eesh2,1,2020-11-01 21:21:51,Very very stupid app
Zohaib Mursleen,1,2020-11-01 20:27:32,When I put information as visitor it does not allow me to put nationality information Please fix it Zero star
Mohdchand Ansari,5,2020-11-01 20:21:47,Good
Mian Zulfiqar Ali,5,2020-11-01 18:30:25,Excellent And excellent
Bilawal Khan,1,2020-11-01 14:49:07,Does not ALLOW ME TO SELECT NATIONALITY WHEN EVER I TRY TO SELECT NATIONALITY ITS GIVE AN EROR SOMETHING WENT WRONG PLEASE TRY AGAIN LATER I AM TRYING TO CREATE AN ACCOUNT ON TAWAKALNA APP SINCE LAST MONTH STILL FACING THE SAME PROBLEM PLEASE FIX THIS PROBLEM I AM REGISTERING MY SELF FROM CANADA
Al Insan,5,2020-11-01 14:48:25,Allahuakbar
HANAA MUSTAFA,5,2020-11-01 11:01:33,Excellent
Jon Giuliani,2,2020-11-01 00:03:15,Drop down menu not working
Bushra Bushramehmood,1,2020-10-31 19:23:06,Unable to register because i am a dependent
Jawan tv,1,2020-10-31 13:15:36,Kindly fix the error as soon as possible
Yasin traders,2,2020-10-30 12:16:02,Can not sign up from Bangladesh Some option doesn t work which leaves my information incomplete Really sad
Kunjani Kv,4,2020-10-29 21:42:19,A jj
Khalil Qureshi,2,2020-10-28 22:47:21,Very bad
J. B.,1,2020-10-28 18:04:53,Input of date is tedious difficult not friendly keep scrolling and then it kick you out Who is born in and using the app
Valikhan Dumshebayev,4,2020-10-28 16:51:01,I was able to put all my details But cannot register my current location Receiving a message Sorry Try again later P S After today is update gps issue has been fixed
Tahsin Kabad,1,2020-10-28 16:49:47,Baler app
سلام,2,2020-10-28 14:52:20,I am from Libya and this application does not allow to choose the country or nationality
basha monto,5,2020-10-28 10:43:25,Excellent
Shaukath Ali,4,2020-10-28 09:34:26,Great App and very Helpful
Shahzad Asghar,5,2020-10-28 01:44:07,Good
Mohamed Imadh,5,2020-10-27 21:24:41,Good
Muhammad Rehman,1,2020-10-27 10:03:05,Nationality is not warking
HAIDAR BALKHI,5,2020-10-27 03:06:44,Nice
Aiman Ali,1,2020-10-26 21:38:47,Why do I get Sorry something went wrong please try again later What is the problem May Allah reward you
Mehboob Allahi,1,2020-10-26 15:51:17,Nationality not found
Buddha Saru,5,2020-10-26 10:07:48,Good
Ali allosh,5,2020-10-26 04:35:30,Good
Mohammed Ridwan,1,2020-10-26 02:41:17,Reallly bad keeps showing error literally tried atleast a times still not working
Ch Ameen,5,2020-10-25 23:20:04,Good
Hassan Husain,5,2020-10-25 23:16:51,Mashaallah the best App
Imran Sikandar,5,2020-10-25 12:28:10,Good
Muhammad Shahid Nadeem,5,2020-10-24 22:34:14,Very nice
umair hussain,5,2020-10-24 21:11:57,Good one
Arooj Qayoom,1,2020-10-24 19:05:09,Its throwing error that enter correct details without pointing where error is
Fatima Taimoor,4,2020-10-24 01:54:05,Excellent experince
Nourhan Farid,1,2020-10-23 18:28:30,i tried many times to register but no msg sent to my mobile number
Mahatma Gandhi,1,2020-10-23 07:24:51,This application is not working Properly It does not deserve even Please repair this App I am trying to Sign up but error message comes as Something went Wrong Try again
Shereen Hassan,1,2020-10-23 01:27:29,I am unable to register whenever I register my correct information it says please register with the correct information
Abdulla Al-Shehhi,3,2020-10-22 11:23:31,I am from UAE and when I am trying to register I can not select the nationality from the drop down menu
Starseedish بذرة نجم,4,2020-10-22 09:05:58,It works well
Champoy Ko,2,2020-10-22 02:36:05,No good app I cannot register
Abdullah Felemban,5,2020-10-20 20:19:36,The application is more than wonderful Thanks to everyone who contributed
Lisa cruiz Thompkins,1,2020-10-20 17:57:38,Not working
Kamruj Jaman Mithun,5,2020-10-20 16:37:38,it is very good
Zubair Irshad,1,2020-10-20 14:51:28,It shows error while registering Does not allow to register Please fix this problem
Mohd Sajid,5,2020-10-20 13:43:53,Very good
Kawsar Hoque,1,2020-10-20 02:11:43,I am unable to register I have inputted the correct information Sates Please ensure detail is correct
Owais Awais,5,2020-10-19 23:15:04,good
Mohammed Iqbal Dhooma,1,2020-10-19 19:28:55,Please fix this app
Piyauddin Zazai,1,2020-10-19 05:58:59,While I am registering my brother who is currently living in KSA at the Tawakkalna App An error occurred Something went wrong please try again later please fix this issue
Norah,5,2020-10-18 21:41:53,I used this app a lot during quarantine and it is just perfect Thanks for anyone who contributed to it
Md Billal,5,2020-10-18 21:31:13,Very good app
عروبه خالد,5,2020-10-18 17:59:37,Good
Zulekha Sharif,5,2020-10-18 13:28:05,Excellent app
Abbas Ali,2,2020-10-17 18:58:46,Error showing something went wrong
Salahuddin Mohammad,4,2020-10-17 17:08:03,Help full
Basheer Hana,5,2020-10-17 11:33:27,Excellent
Ghulam Mohideen,5,2020-10-17 06:35:57,Nice app
Iqbal 515,5,2020-10-16 18:41:21,Good
Adnan Malik,2,2020-10-16 14:53:39,Salam I am from UK trying to sign up everytime get the error message saying make sure information entered is correct Could you please rectify the issue Many thanks
M. Buhardan,1,2020-10-16 13:13:19,The country cannot be determined
Muhammad Raheel,1,2020-10-16 12:53:38,App not working
Mazen BaAshar,5,2020-10-16 10:41:37,Excellent application
Dr.Mohamed Aly,1,2020-10-16 08:19:06,I can not sign up
Mohammed Gaid,5,2020-10-16 05:32:50,Excellent program during curfew
Abdulraheem hammad,1,2020-10-16 02:47:26,While pressing on nationality it wont allow me to chose and the menu wont pop out
Ahamd Khan,4,2020-10-15 23:32:37,Best
Md Omar Faruk,5,2020-10-15 23:15:06,is the first
AHMED MAHMOUD,5,2020-10-15 18:10:38,Good
Rahaf AlMarzouki,1,2020-10-15 06:47:56,It does not open
DR JALAL Bin Zaid,1,2020-10-15 05:06:22,The program does not work and it is very bad for a government ministry or a country to urge people to download an application that does not work deceiving people
Ambia Khan,1,2020-10-14 19:43:32,I am unable to sign up Something went wrong keeps popping up all the time Please fix it It was quite the hassle using this application
haseeb khan,5,2020-10-14 14:58:43,Good
Madarsa Noor elahi taleem in Islam New channel,5,2020-10-14 14:43:19,So beautiful
X.sbd_2,5,2020-10-14 04:33:51,Good
Kabir Hossain,4,2020-10-14 00:38:25,Gd
Rob Glover,1,2020-10-13 19:01:34,Does not allow me to select nationality
Mohamed Ibrahim,5,2020-10-13 18:31:07,Excellent
Mohamed Fares,1,2020-10-12 15:05:35,I can not sign in and one message appears to try next time
Talal Alobaid,5,2020-10-12 13:32:07,Excellent app
Muhammad Idrees,5,2020-10-11 18:32:31,Good
Mohammad Yousuf Hyder Mohammad Yousuf Hyder,5,2020-10-11 09:11:17,Good support
johir rayhan,2,2020-10-11 07:40:15,FA in AA Auchalek Valley
Waqas Nawaz,5,2020-10-10 20:24:57,I am having issue unable ta register what to do now It is saying to register with absher first but absher says forgot password and verify from kiosk etc What should i do at this time of night
Nahid islam,1,2020-10-10 19:02:09,Something went wrong please try again later message appears please fix it as soon as possible This is insane
gfd hgf,1,2020-10-10 18:53:07,Not working Ca not choose nationality
Shajeer Ahamed Abubacker,5,2020-10-10 16:24:58,I love you and your services
SIDHEEK P T sidheekpt,5,2020-10-10 11:11:47,Good
Nada Ahmed,1,2020-10-10 03:45:58,Nationalty does not wooooooooork How can I register and there is main field does not active How
Tarek Ramadan,2,2020-10-09 09:44:39,When it comes to choosing the nationality the option is lagging and I cannot choose any nationality the options are not even visible
Foyzur Rahman,5,2020-10-09 08:59:19,Good
Homa Falak Naz,5,2020-10-09 06:01:34,God bless
Dr. Mahmoud Ibrahem Abdelmawgoud,4,2020-10-09 04:06:19,excellent
Muhammad Hammad,1,2020-10-08 10:22:43,Not able to move forward from registeration page
Rafaqat Ali,5,2020-10-07 12:44:12,Good
Abid Ali,5,2020-10-07 05:16:16,yes nice
Moosajee Dhorat,5,2020-10-06 22:11:39,Mv device is not rooted But app says it is
Khurram Yousaf,5,2020-10-06 11:12:39,Excellent App
walaa Salem,5,2020-10-06 01:39:33,Good
Syed Talha,2,2020-10-05 21:11:16,Unable to sign up as it seems to be a bug in the app User cannot be able to add nationality while sign up
john ferrer,5,2020-10-05 19:37:09,Sooooo good and helpful for our health conditions
Jassim Al Janahi,1,2020-10-05 18:27:57,Not Working some error saying something went wrong Please fix ASAP
Aftab Jutt,5,2020-10-05 17:18:04,Mashallah
Mohammad Habib,5,2020-10-05 16:01:03,good
Rashid ali,1,2020-10-05 10:19:47,I can not download it
Sumon Biswas,3,2020-10-05 08:35:26,sumon b zz
Mohamad Hanif Mohamad Zaid,2,2020-10-05 08:01:08,I have an issue to select the nationality because i am a visitor Please fix it immediately to ease our matter in order for to use eatmarna for umrah
farhan ahmed,5,2020-10-05 07:21:20,Very good app please make more easy to use
Dr Jaleel Farooqi,5,2020-10-05 02:49:57,Now My is not working before it is working
Umm Saèed,5,2020-10-05 00:10:42,excellent
Abu Khalid,5,2020-10-04 22:32:33,Nice app for
maitha aljasmi,1,2020-10-04 21:34:34,The application has a defect We cannot register because we cannot choose the country and when we click on it it does not happen I hope you solve the problem the same with the application of Umrah
EASA ALZAABI,1,2020-10-04 20:51:07,Not working country selection
shahbaz hussain,5,2020-10-04 20:32:55,Nice
Shahed Ashaduzzaman,1,2020-10-04 19:46:10,Apps gps not working I can not locat my carrent information
Hamza afridi,1,2020-10-04 19:12:49,Trying frm many day bt not working
Mo. Areeb,1,2020-10-04 18:48:12,Not working
Haris Musafir,5,2020-10-04 17:21:24,Good
Mohamed Shurafa,1,2020-10-04 14:44:16,The app is not working
Abdurezak Nuru,5,2020-10-04 11:04:51,Good
Ammaar Desai,1,2020-10-04 09:58:56,I am from South Africa we are unable to register with the Tawakalna app because we can not select nationality and because of this we are unable to register with the Eatmarna App for permits Plus can yous advise me on what to do
Al's craft Paradise,2,2020-10-04 07:45:17,Im a visitor n trying to register in it but it says to be registered u must be inside kingdom while im inside kingdom Plzz help me to register
Shihab Pottammal,5,2020-10-04 06:11:07,Very good app
Hesdey Ahmad,1,2020-10-04 02:30:57,salam developer when I tried to sign up from visitor gulf it come out something went wrong please try again later please fix it thank you
Ahmed Shahid,5,2020-10-03 19:32:30,Good app quite work
Technically pashto,5,2020-10-03 18:29:07,sweat
Ehab Hakeem,1,2020-10-03 17:25:49,The application gives me an error that my phone is rooted even my phone is not rooted
Ather Ali Shaikh,1,2020-10-03 10:45:14,I have downloaded the app but during registration it is not opening nationality drop down I am not able register
Ftv,5,2020-10-03 09:40:55,Today
ahmad hasan,5,2020-10-03 07:39:08,Good
Nisar Ahmed,5,2020-10-03 06:58:47,V nice
Abu Hamza,3,2020-10-02 21:47:22,Asalam alai kum I am trying to register my dependents but asking for absher account registration even for years old child advice
Why Not,1,2020-10-02 20:06:27,I was made to download it by girls who I thought needed my help with it because they did not have signal or something I do not want or need it
Tar Yono,5,2020-10-02 18:30:59,Good
Hamza Marakkar,5,2020-10-02 15:20:18,Good
Liaqat Muslim,5,2020-10-02 14:50:26,Rooted problem Fix it please
Ahmedbinmusa,5,2020-10-02 08:52:59,excellent
Kabir Hossain,1,2020-10-02 08:22:59,Everytime I try to sign up something went wrong shows fix it quickly
waqas khan,5,2020-10-02 07:19:29,how will download the app ITAMARNA for umra any bodies known
Rafeeq Khan,5,2020-10-01 23:45:31,Good
Abdulwahab Mohammed Zahir,1,2020-10-01 21:26:35,I am not satisfied with accepting me in a system I do not know why
salim salim,4,2020-10-01 20:46:18,Excellent Masha Allah
Hani Shalash,5,2020-10-01 20:31:46,Excelent app
Afroz Ali,5,2020-10-01 20:26:43,Good app
Muath Khalbos,5,2020-10-01 20:01:04,trust us
Ilyas Vazhayil,4,2020-10-01 17:13:28,Not working in from today
Khalid Msallam,5,2020-10-01 15:39:46,Thank you and to the imam for the efforts he thanks everyone for
JUMA KOMAYANDZE,1,2020-09-30 22:13:59,When I rich to da Nationality it doest work I used to click but nothing is coming so what wrong improve da app please and solve dat issue
ALL In ONE,1,2020-09-30 20:17:58,Why Ca not I install it on my father is phone It says this app is not compitable with your phone how can i fixed this
ibrahem abdelazez,4,2020-09-30 19:58:30,Following all related to
Bilal Almohammad,1,2020-09-30 14:59:29,Beware when registering in the application and wanting to delete the data from their database they will refuse and your data will remain with them even though it is one of the terms of the application in the seventh item I have the right to delete the account but the application refused this matter
Mohammed Asif,1,2020-09-30 12:36:25,I have registered in the app with correct information But neither login nor forget password steps working It shows Please make sure that the information is correct And there is no live support No chat how we resolved it where we have to report bugs
borhan uddin abu jihad,5,2020-09-30 08:08:11,Good
Ahmed Hassanien,5,2020-09-30 01:06:09,A great app that helped me a lot in times of ban
Mansoor Khan,1,2020-09-29 22:32:48,I am a visitor and while trying to register myself facing issue to select nationality Please fix it as soon as possible
Abo Abdullah,5,2020-09-29 20:51:01,Nice
SIDHEEK P T Sidheekpt,5,2020-09-29 15:42:40,Good
Jed Ezzaier,5,2020-09-29 14:33:25,Great App
Fazal Wasay,5,2020-09-29 08:58:06,very good app and working smoothly This app link with absher
Osama alkhodry,5,2020-09-29 02:37:38,very good
norilyn Disumemba,5,2020-09-28 21:23:48,Helpful
Mohd Arif,5,2020-09-28 17:22:50,Amazing
khaled Tolba,5,2020-09-28 16:05:15,entire
Easy Clinic د محمد العويدي,5,2020-09-28 14:49:27,Excellent Masha Allah
roselainy abdul rahman,3,2020-09-28 10:28:39,I cannot set my home location as the app has specified the radius of location My apartment is outside the given radius Please help What can I do No edit button
Umar Khokhar,5,2020-09-28 09:24:51,Great aap
Samah Mourad,1,2020-09-28 08:09:36,Difficult and uncomfortable
Ahmed Amer,5,2020-09-28 06:09:15,Very well
kabeer Riyadh,5,2020-09-28 03:06:36,Very useful
News world11,3,2020-09-28 02:23:30,good
hedya said,5,2020-09-27 22:31:37,Beast
Abdullah Sabag,4,2020-09-27 19:05:36,Very nice Thanks
Hamza Ameer,5,2020-09-27 19:03:56,The best for Covid appointment and profile details
Anwer N,3,2020-09-27 16:46:45,I can not sign up Keep getting request timeout try again later
Jan Hussain Khan,5,2020-09-27 15:18:55,Good
Mohamed Ahmed,5,2020-09-27 12:06:03,Great
tayab shaikh,5,2020-09-27 11:05:14,Great App
Tilawat Ali,5,2020-09-27 09:33:23,Excellent service
